"","X.5376B385.492D.34C1.E053.6B04A8C09FF6.","X127000","X2017.05.12.00.00","DE21.4ND","S","N","F","X44","X","RUPERT.ROAD","CHADDESDEN","DERBY","CITY.OF.DERBY","CITY.OF.DERBY.1","A","A.1"
"630","{50F18103-6EC9-9FD5-E050-A8C063054923}",175000,"2017-05-05 00:00","ST20 0HR","S","N","F","32","","GREENFIELDS","GNOSALL","STAFFORD","STAFFORD","STAFFORDSHIRE","A","A"
"631","{50F18103-70BC-9FD5-E050-A8C063054923}",59000,"2017-05-08 00:00","ST3 6DE","T","N","F","5","","STATION VIEW","","STOKE-ON-TRENT","STOKE-ON-TRENT","STOKE-ON-TRENT","A","A"
"632","{50F18103-70BD-9FD5-E050-A8C063054923}",128950,"2017-02-28 00:00","WS11 0EJ","T","N","F","25","","STATION COURT","","CANNOCK","CANNOCK CHASE","STAFFORDSHIRE","A","A"
"633","{50F18103-70BE-9FD5-E050-A8C063054923}",137500,"2017-04-12 00:00","WS11 0EJ","T","N","F","27","","STATION COURT","","CANNOCK","CANNOCK CHASE","STAFFORDSHIRE","A","A"
"634","{50F18103-70BF-9FD5-E050-A8C063054923}",250000,"2017-05-05 00:00","WV6 9QJ","D","N","F","120A","","CODSALL ROAD","","WOLVERHAMPTON","WOLVERHAMPTON","WEST MIDLANDS","A","A"
"635","{50F18103-70C2-9FD5-E050-A8C063054923}",140000,"2017-05-15 00:00","WV3 9JW","T","N","F","3","","GLEN COURT","","WOLVERHAMPTON","WOLVERHAMPTON","WEST MIDLANDS","A","A"
"636","{50F18103-70C3-9FD5-E050-A8C063054923}",79500,"2017-04-19 00:00","ST13 5LB","T","N","F","41","","LONDON STREET","","LEEK","STAFFORDSHIRE MOORLANDS","STAFFORDSHIRE","A","A"
"637","{50F18103-70C4-9FD5-E050-A8C063054923}",407500,"2017-05-09 00:00","WS14 0NN","D","N","F","84","","RICHARD COOPER ROAD","","LICHFIELD","LICHFIELD","STAFFORDSHIRE","A","A"
"638","{50F18103-70C6-9FD5-E050-A8C063054923}",165000,"2017-05-12 00:00","WS7 2ED","T","N","F","6","","MORLINGS DRIVE","","BURNTWOOD","LICHFIELD","STAFFORDSHIRE","A","A"
"639","{50F18103-70C7-9FD5-E050-A8C063054923}",130000,"2017-04-24 00:00","ST4 2BQ","T","N","F","42","","BOUGHEY ROAD","","STOKE-ON-TRENT","STOKE-ON-TRENT","STOKE-ON-TRENT","A","A"
"640","{50F18103-70C8-9FD5-E050-A8C063054923}",88000,"2017-05-26 00:00","DE14 3AF","T","N","F","52","","KING STREET","","BURTON-ON-TRENT","EAST STAFFORDSHIRE","STAFFORDSHIRE","A","A"
"641","{50F18103-70C9-9FD5-E050-A8C063054923}",345000,"2017-05-05 00:00","WV5 9EW","D","N","F","71","","STATION ROAD","WOMBOURNE","WOLVERHAMPTON","SOUTH STAFFORDSHIRE","STAFFORDSHIRE","A","A"
"642","{50F18103-70CA-9FD5-E050-A8C063054923}",178000,"2017-05-11 00:00","WV4 5TN","S","N","F","27","","BUCKINGHAM ROAD","","WOLVERHAMPTON","WOLVERHAMPTON","WEST MIDLANDS","A","A"
"643","{50F18103-70CB-9FD5-E050-A8C063054923}",118000,"2017-05-03 00:00","DY1 2AJ","T","N","F","12","","GRANGE ROAD","","DUDLEY","DUDLEY","WEST MIDLANDS","A","A"
"644","{50F18103-70CC-9FD5-E050-A8C063054923}",70000,"2017-03-31 00:00","WS11 0GQ","F","N","L","VINE COURT","FLAT 44","EARLSWOOD WAY","","CANNOCK","CANNOCK CHASE","STAFFORDSHIRE","A","A"
"645","{50F18103-70CD-9FD5-E050-A8C063054923}",147000,"2017-04-28 00:00","ST16 1WE","S","N","F","12A","","RANDOLPH CLOSE","","STAFFORD","STAFFORD","STAFFORDSHIRE","A","A"
"646","{50F18103-70CF-9FD5-E050-A8C063054923}",135000,"2017-05-13 00:00","ST17 4US","F","N","L","THE OLD SCHOOL","19","THE OVAL","","STAFFORD","STAFFORD","STAFFORDSHIRE","A","A"
"647","{50F18103-70D0-9FD5-E050-A8C063054923}",120000,"2017-05-02 00:00","ST17 4US","F","N","L","THE OLD SCHOOL","34","THE OVAL","","STAFFORD","STAFFORD","STAFFORDSHIRE","A","A"
"648","{50F18103-70D1-9FD5-E050-A8C063054923}",92000,"2017-04-10 00:00","ST17 4US","F","N","L","THE OLD SCHOOL","35","THE OVAL","","STAFFORD","STAFFORD","STAFFORDSHIRE","A","A"
"649","{50F18103-70D2-9FD5-E050-A8C063054923}",72000,"2017-04-28 00:00","WS12 1AZ","F","N","L","TRENT HOUSE","10","ESKRETT STREET","HEDNESFORD","CANNOCK","CANNOCK CHASE","STAFFORDSHIRE","A","A"
"650","{55BDCAE5-88A5-521D-E053-6B04A8C0DD7A}",330000,"2017-07-18 00:00","HA8 0EH","F","N","L","CLARINET COURT, 19","FLAT 27","SYMPHONY CLOSE","","EDGWARE","BARNET","GREATER LONDON","A","A"
"651","{55BDCAE5-88A6-521D-E053-6B04A8C0DD7A}",400000,"2017-07-14 00:00","N8 7QF","F","N","L","BLAKE APARTMENTS","48","NEW RIVER AVENUE","","LONDON","HARINGEY","GREATER LONDON","A","A"
"652","{55BDCAE5-88A7-521D-E053-6B04A8C0DD7A}",445000,"2017-07-07 00:00","TW3 4LF","S","N","F","114","","SUTTON LANE","","HOUNSLOW","HOUNSLOW","GREATER LONDON","A","A"
"653","{50F18103-70D7-9FD5-E050-A8C063054923}",109950,"2017-05-12 00:00","ST3 5PJ","S","N","F","19","","LOMBARDY GROVE","MEIR","STOKE-ON-TRENT","STOKE-ON-TRENT","STOKE-ON-TRENT","A","A"
"654","{50F18103-70D8-9FD5-E050-A8C063054923}",60000,"2017-04-20 00:00","DY6 8RE","S","N","F","8","","MARLEY ROAD","","KINGSWINFORD","DUDLEY","WEST MIDLANDS","A","A"
"655","{50F18103-70D9-9FD5-E050-A8C063054923}",300000,"2017-04-24 00:00","ST10 4NG","D","N","F","8","","ST MARYS CLOSE","CHECKLEY","STOKE-ON-TRENT","STAFFORDSHIRE MOORLANDS","STAFFORDSHIRE","A","A"
"656","{50F18103-70DA-9FD5-E050-A8C063054923}",138500,"2017-04-28 00:00","ST7 8PQ","T","N","F","20","","WESLEY STREET","WOOD LANE","STOKE-ON-TRENT","NEWCASTLE-UNDER-LYME","STAFFORDSHIRE","A","A"
"657","{50F18103-70DB-9FD5-E050-A8C063054923}",367500,"2017-03-31 00:00","ST16 3YD","D","N","F","6","","COLTON CLOSE","","STAFFORD","STAFFORD","STAFFORDSHIRE","A","A"
"658","{50F18103-70DC-9FD5-E050-A8C063054923}",282000,"2017-05-10 00:00","WS13 7EN","D","N","F","11","","IRVING CLOSE","","LICHFIELD","LICHFIELD","STAFFORDSHIRE","A","A"
"659","{50F18103-70DD-9FD5-E050-A8C063054923}",315000,"2017-05-03 00:00","WS6 6AL","D","N","F","8","","THOMAS DRIVE","","WALSALL","SOUTH STAFFORDSHIRE","STAFFORDSHIRE","A","A"
"660","{50F18103-7300-9FD5-E050-A8C063054923}",365000,"2017-03-24 00:00","BR1 4DG","T","N","F","51","","FOXBURY ROAD","","BROMLEY","BROMLEY","GREATER LONDON","A","A"
"661","{50F18103-7301-9FD5-E050-A8C063054923}",636000,"2017-05-19 00:00","SE4 1AS","T","N","F","5","","SALEHURST ROAD","CROFTON PARK","LONDON","LEWISHAM","GREATER LONDON","A","A"
"662","{50F18103-7302-9FD5-E050-A8C063054923}",630000,"2017-04-28 00:00","DA15 9HQ","S","N","F","82","","WELLINGTON AVENUE","","SIDCUP","BEXLEY","GREATER LONDON","A","A"
"663","{55BDCAE5-88A8-521D-E053-6B04A8C0DD7A}",355000,"2017-06-20 00:00","TW8 0BZ","F","N","L","2","APARTMENT 2","TOWN MEADOW","","BRENTFORD","HOUNSLOW","GREATER LONDON","A","A"
"664","{50F18103-7304-9FD5-E050-A8C063054923}",360000,"2017-04-13 00:00","CR7 8HA","T","N","F","170","","PARCHMORE ROAD","","THORNTON HEATH","CROYDON","GREATER LONDON","A","A"
"665","{50F18103-7305-9FD5-E050-A8C063054923}",393500,"2017-05-05 00:00","KT9 2PJ","T","N","F","13","","MANSFIELD ROAD","","CHESSINGTON","KINGSTON UPON THAMES","GREATER LONDON","A","A"
"666","{50F18103-7306-9FD5-E050-A8C063054923}",775000,"2017-05-12 00:00","BR3 4JG","S","N","F","71","","CEDARS ROAD","","BECKENHAM","BROMLEY","GREATER LONDON","A","A"
"667","{50F18103-7307-9FD5-E050-A8C063054923}",750000,"2017-05-19 00:00","KT3 3HR","T","N","F","17","","BEECH GROVE","","NEW MALDEN","KINGSTON UPON THAMES","GREATER LONDON","A","A"
"668","{50F18103-7308-9FD5-E050-A8C063054923}",355000,"2017-05-19 00:00","TN16 3UG","T","N","F","34","","RUSHDENE WALK","BIGGIN HILL","WESTERHAM","BROMLEY","GREATER LONDON","A","A"
"669","{50F18103-7309-9FD5-E050-A8C063054923}",625000,"2017-04-27 00:00","TW2 7NH","S","N","F","13","","CRANE WAY","","TWICKENHAM","RICHMOND UPON THAMES","GREATER LONDON","A","A"
"670","{50F18103-730A-9FD5-E050-A8C063054923}",1265000,"2017-04-21 00:00","BR7 6NN","D","N","F","2","","THE SHAW","","CHISLEHURST","BROMLEY","GREATER LONDON","A","A"
"671","{50F18103-730B-9FD5-E050-A8C063054923}",335000,"2017-05-08 00:00","KT6 6SJ","F","N","L","NAPIER COURT","9","LOVELACE GARDENS","","SURBITON","KINGSTON UPON THAMES","GREATER LONDON","A","A"
"672","{50F18103-730C-9FD5-E050-A8C063054923}",290000,"2017-04-12 00:00","SE18 7HL","T","N","F","190","","CONGLETON GROVE","","LONDON","GREENWICH","GREATER LONDON","A","A"
"673","{50F18103-730D-9FD5-E050-A8C063054923}",1335000,"2017-04-28 00:00","TW11 8DJ","S","N","F","108","","CAMBRIDGE ROAD","","TEDDINGTON","RICHMOND UPON THAMES","GREATER LONDON","A","A"
"674","{50F18103-730E-9FD5-E050-A8C063054923}",570000,"2017-04-28 00:00","SM3 8ES","S","N","F","25","","KENLEY WALK","CHEAM","SUTTON","SUTTON","GREATER LONDON","A","A"
"675","{50F18103-730F-9FD5-E050-A8C063054923}",650000,"2017-05-05 00:00","SE26 5DG","T","N","F","56","","TANNSFELD ROAD","","LONDON","LEWISHAM","GREATER LONDON","A","A"
"676","{50F18103-7310-9FD5-E050-A8C063054923}",500000,"2017-04-21 00:00","SE6 1RG","T","N","F","161","","TORRIDON ROAD","","LONDON","LEWISHAM","GREATER LONDON","A","A"
"677","{50F18103-7311-9FD5-E050-A8C063054923}",220000,"2017-05-18 00:00","CR0 6AP","F","N","L","WALCOT COURT","3","ASHBURTON ROAD","","CROYDON","CROYDON","GREATER LONDON","A","A"
"678","{50F18103-7312-9FD5-E050-A8C063054923}",1280000,"2017-05-12 00:00","SE13 5RH","S","N","F","114","","MANOR PARK","","LONDON","LEWISHAM","GREATER LONDON","A","A"
"679","{50F18103-7313-9FD5-E050-A8C063054923}",648000,"2017-04-18 00:00","SM5 3HD","S","N","F","30","","SALISBURY ROAD","","CARSHALTON","SUTTON","GREATER LONDON","A","A"
"680","{50F18103-7314-9FD5-E050-A8C063054923}",800000,"2017-03-31 00:00","BR2 0EL","D","N","F","16","","RAVENS CLOSE","","BROMLEY","BROMLEY","GREATER LONDON","A","A"
"681","{50F18103-7315-9FD5-E050-A8C063054923}",1795000,"2017-03-31 00:00","SW13 0PG","T","N","F","8","","CAMBRIDGE ROAD","","LONDON","RICHMOND UPON THAMES","GREATER LONDON","A","A"
"682","{50F18103-7316-9FD5-E050-A8C063054923}",425000,"2017-05-03 00:00","SE12 9PU","T","N","F","313","","MARVELS LANE","","LONDON","LEWISHAM","GREATER LONDON","A","A"
"683","{50F18103-7317-9FD5-E050-A8C063054923}",395000,"2017-04-06 00:00","DA16 1DJ","S","N","F","20","","PLYMSTOCK ROAD","","WELLING","BEXLEY","GREATER LONDON","A","A"
"684","{50F18103-7318-9FD5-E050-A8C063054923}",347000,"2017-01-20 00:00","CR0 9LD","T","N","F","70","","HARTSCROFT","","CROYDON","CROYDON","GREATER LONDON","A","A"
"685","{50F18103-7319-9FD5-E050-A8C063054923}",310000,"2017-05-22 00:00","SE4 1DZ","T","N","F","89","","BROCKLEY GROVE","","LONDON","LEWISHAM","GREATER LONDON","A","A"
"686","{50F18103-731A-9FD5-E050-A8C063054923}",254000,"2017-04-28 00:00","DA8 2AQ","T","N","F","135","","MANOR ROAD","","ERITH","BEXLEY","GREATER LONDON","B","A"
"687","{50F18103-731B-9FD5-E050-A8C063054923}",647606,"2017-04-07 00:00","SE7 8ER","T","N","F","106","","HEATHWOOD GARDENS","","LONDON","GREENWICH","GREATER LONDON","A","A"
"688","{50F18103-731C-9FD5-E050-A8C063054923}",567500,"2017-04-28 00:00","TW10 7QW","T","N","F","91","","WOODVILLE ROAD","","RICHMOND","RICHMOND UPON THAMES","GREATER LONDON","A","A"
"689","{50F18103-731D-9FD5-E050-A8C063054923}",547000,"2017-04-21 00:00","SE21 8BX","T","N","F","7","","CHALFORD ROAD","","LONDON","LAMBETH","GREATER LONDON","A","A"
"690","{50F18103-731E-9FD5-E050-A8C063054923}",260000,"2017-03-30 00:00","DA8 1DZ","T","N","F","270","","BROOK STREET","","ERITH","BEXLEY","GREATER LONDON","A","A"
"691","{666758D6-7AF2-3363-E053-6B04A8C0D74E}",243950,"2017-12-21 00:00","MK43 9AQ","S","Y","F","54","","GOFF PLACE","WOOTTON","BEDFORD","BEDFORD","BEDFORD","A","A"
"692","{666758D6-7AF3-3363-E053-6B04A8C0D74E}",244950,"2017-12-21 00:00","MK43 9PU","S","Y","F","1","","WAITE MEADOWS","WOOTTON","BEDFORD","BEDFORD","BEDFORD","A","A"
"693","{666758D6-7AF4-3363-E053-6B04A8C0D74E}",213950,"2017-12-21 00:00","MK43 9PU","S","Y","F","5","","WAITE MEADOWS","WOOTTON","BEDFORD","BEDFORD","BEDFORD","A","A"
"694","{666758D6-7AF5-3363-E053-6B04A8C0D74E}",299995,"2017-12-20 00:00","MK40 4SB","S","Y","F","44","","LAVENDER LANE","GREAT DENHAM","BEDFORD","BEDFORD","BEDFORD","A","A"
"695","{666758D6-7AF7-3363-E053-6B04A8C0D74E}",299995,"2017-12-21 00:00","MK40 4SB","S","Y","F","42","","LAVENDER LANE","GREAT DENHAM","BEDFORD","BEDFORD","BEDFORD","A","A"
"696","{666758D6-7B01-3363-E053-6B04A8C0D74E}",80950,"2017-12-20 00:00","LU1 5FT","F","Y","L","SPRING PLACE STUDENT HALLS, 4","UNIT 371","DUMFRIES STREET","","LUTON","LUTON","LUTON","A","A"
"697","{666758D6-7B02-3363-E053-6B04A8C0D74E}",359995,"2017-12-20 00:00","SG17 5ZX","D","Y","F","21","","LOVELACE MEADOW","","SHEFFORD","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"698","{666758D6-7B05-3363-E053-6B04A8C0D74E}",80950,"2017-12-20 00:00","LU1 5FT","F","Y","L","SPRING PLACE STUDENT HALLS, 4","UNIT 170","DUMFRIES STREET","","LUTON","LUTON","LUTON","A","A"
"699","{666758D6-7B06-3363-E053-6B04A8C0D74E}",75950,"2017-12-20 00:00","LU1 5FT","F","Y","L","SPRING PLACE STUDENT HALLS, 4","UNIT G42","DUMFRIES STREET","","LUTON","LUTON","LUTON","A","A"
"700","{666758D6-7B07-3363-E053-6B04A8C0D74E}",84950,"2017-12-20 00:00","LU1 5FT","F","Y","L","SPRING PLACE STUDENT HALLS, 4","UNIT 275","DUMFRIES STREET","","LUTON","LUTON","LUTON","A","A"
"701","{666758D6-7B0B-3363-E053-6B04A8C0D74E}",75950,"2017-12-20 00:00","LU1 5FT","F","Y","L","SPRING PLACE STUDENT HALLS, 4","UNIT G41","DUMFRIES STREET","","LUTON","LUTON","LUTON","A","A"
"702","{666758D6-7B0C-3363-E053-6B04A8C0D74E}",75950,"2017-12-20 00:00","LU1 5FT","F","Y","L","SPRING PLACE STUDENT HALLS, 4","UNIT G40","DUMFRIES STREET","","LUTON","LUTON","LUTON","A","A"
"703","{666758D6-7B0D-3363-E053-6B04A8C0D74E}",75950,"2017-12-20 00:00","LU1 5FT","F","Y","L","SPRING PLACE STUDENT HALLS, 4","UNIT G52","DUMFRIES STREET","","LUTON","LUTON","LUTON","A","A"
"704","{666758D6-7B10-3363-E053-6B04A8C0D74E}",175000,"2017-10-10 00:00","LU3 2NL","F","N","L","ROYAL COURT, 114","FLAT 8","MARSH ROAD","","LUTON","LUTON","LUTON","A","A"
"705","{666758D6-7B11-3363-E053-6B04A8C0D74E}",183500,"2017-11-02 00:00","LU3 2NL","F","N","L","ROYAL COURT, 114","FLAT 11","MARSH ROAD","","LUTON","LUTON","LUTON","A","A"
"706","{666758D6-7B12-3363-E053-6B04A8C0D74E}",183500,"2017-09-29 00:00","LU3 2NL","F","N","L","ROYAL COURT, 114","FLAT 16","MARSH ROAD","","LUTON","LUTON","LUTON","A","A"
"707","{666758D6-7B13-3363-E053-6B04A8C0D74E}",184995,"2017-09-06 00:00","LU3 2NL","F","N","L","ROYAL COURT, 114","FLAT 19","MARSH ROAD","","LUTON","LUTON","LUTON","A","A"
"708","{666758D6-7B14-3363-E053-6B04A8C0D74E}",175000,"2017-10-11 00:00","LU3 2NL","F","Y","L","ROYAL COURT, 114","FLAT 13","MARSH ROAD","","LUTON","LUTON","LUTON","A","A"
"709","{666758D6-7B15-3363-E053-6B04A8C0D74E}",225000,"2017-12-20 00:00","SG18 8SQ","F","Y","L","7","","ELGAR PLACE","","BIGGLESWADE","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"710","{666758D6-7B16-3363-E053-6B04A8C0D74E}",410000,"2017-12-20 00:00","MK40 4SD","D","Y","F","79","","ANGLIA WAY","GREAT DENHAM","BEDFORD","BEDFORD","BEDFORD","A","A"
"711","{666758D6-7B17-3363-E053-6B04A8C0D74E}",560000,"2017-12-21 00:00","MK40 4TL","D","Y","F","49","","SUTHERLAND LANE","","BEDFORD","BEDFORD","BEDFORD","A","A"
"712","{666758D6-7B19-3363-E053-6B04A8C0D74E}",514995,"2017-11-29 00:00","SG17 5ZF","D","Y","F","23","","DAVY DRIVE","","SHEFFORD","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"713","{666758D6-7B1A-3363-E053-6B04A8C0D74E}",415000,"2017-12-18 00:00","MK40 4TJ","D","Y","F","42","","SEAFORTH GARDENS","","BEDFORD","BEDFORD","BEDFORD","A","A"
"714","{666758D6-7B1B-3363-E053-6B04A8C0D74E}",399950,"2017-12-21 00:00","LU7 4DW","D","Y","L","10","","KING EIDER GARDENS","","LEIGHTON BUZZARD","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"715","{666758D6-7B1C-3363-E053-6B04A8C0D74E}",125500,"2017-09-22 00:00","LU1 1BQ","F","Y","L","HAMILTON COURT 45/47","FLAT 11","COLLINGDON STREET","","LUTON","LUTON","LUTON","A","A"
"716","{666758D6-7B1D-3363-E053-6B04A8C0D74E}",340000,"2017-12-01 00:00","SG19 1QA","D","N","F","4","","WEST VIEW","BEESTON","SANDY","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"717","{666758D6-80A7-3363-E053-6B04A8C0D74E}",333000,"2017-11-21 00:00","RG2 0PY","F","Y","L","MONTAGU HOUSE","FLAT 406","PADWORTH AVENUE","","READING","READING","READING","A","A"
"718","{666758D6-80A8-3363-E053-6B04A8C0D74E}",263610,"2017-11-15 00:00","RG2 0PY","F","Y","L","MONTAGU HOUSE","FLAT 307","PADWORTH AVENUE","","READING","READING","READING","A","A"
"719","{666758D6-80A9-3363-E053-6B04A8C0D74E}",267000,"2017-11-21 00:00","RG2 0PY","F","Y","L","MONTAGU HOUSE","FLAT 603","PADWORTH AVENUE","","READING","READING","READING","B","A"
"720","{666758D6-80AA-3363-E053-6B04A8C0D74E}",340320,"2017-11-07 00:00","RG2 0PY","F","Y","L","MONTAGU HOUSE","FLAT 3","PADWORTH AVENUE","","READING","READING","READING","A","A"
"721","{666758D6-80AB-3363-E053-6B04A8C0D74E}",260000,"2017-11-21 00:00","RG2 0PY","F","Y","L","MONTAGU HOUSE","FLAT 504","PADWORTH AVENUE","","READING","READING","READING","B","A"
"722","{666758D6-80AC-3363-E053-6B04A8C0D74E}",480000,"2017-11-17 00:00","RG42 5AH","S","Y","F","20","","CHARLOCK PLACE","WARFIELD","BRACKNELL","BRACKNELL FOREST","BRACKNELL FOREST","A","A"
"723","{666758D6-80AD-3363-E053-6B04A8C0D74E}",539950,"2017-10-27 00:00","RG2 9TR","D","Y","F","21","","WEAVER AVENUE","ARBORFIELD GREEN","READING","WOKINGHAM","WOKINGHAM","A","A"
"724","{666758D6-80AE-3363-E053-6B04A8C0D74E}",558000,"2017-11-13 00:00","RG42 5AG","D","Y","F","8","","POPPY CORNER","WARFIELD","BRACKNELL","BRACKNELL FOREST","BRACKNELL FOREST","A","A"
"725","{666758D6-80AF-3363-E053-6B04A8C0D74E}",500000,"2017-10-31 00:00","RG2 9TL","S","Y","F","6","","AMBLER DRIVE","ARBORFIELD GREEN","READING","WOKINGHAM","WOKINGHAM","A","A"
"726","{666758D6-80B0-3363-E053-6B04A8C0D74E}",619950,"2017-10-31 00:00","RG2 9TL","D","Y","F","8","","AMBLER DRIVE","ARBORFIELD GREEN","READING","WOKINGHAM","WOKINGHAM","A","A"
"727","{666758D6-80B1-3363-E053-6B04A8C0D74E}",310000,"2017-10-31 00:00","RG2 9GZ","F","Y","L","HEWETT HOUSE","FLAT 1","PRINCESS MARINA DRIVE","ARBORFIELD GREEN","READING","WOKINGHAM","WOKINGHAM","A","A"
"728","{666758D6-80B3-3363-E053-6B04A8C0D74E}",600000,"2017-04-13 00:00","RG7 1WS","D","Y","F","27","","PRIORS GARDENS","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","A"
"729","{666758D6-80B4-3363-E053-6B04A8C0D74E}",639950,"2017-10-30 00:00","RG2 9FU","D","Y","F","9","","HAWTHORN","SHINFIELD","READING","WOKINGHAM","WOKINGHAM","A","A"
"730","{666758D6-80B5-3363-E053-6B04A8C0D74E}",410000,"2017-11-23 00:00","RG41 1AE","S","Y","F","18","","YALDEN CLOSE","","WOKINGHAM","WOKINGHAM","WOKINGHAM","A","A"
"731","{666758D6-80B6-3363-E053-6B04A8C0D74E}",480000,"2017-11-17 00:00","SL4 5RG","T","N","F","15","","HOMERS ROAD","","WINDSOR","WINDSOR AND MAIDENHEAD","WINDSOR AND MAIDENHEAD","A","A"
"732","{666758D6-80B7-3363-E053-6B04A8C0D74E}",370000,"2017-06-02 00:00","SL6 7JR","T","N","F","9","","NORTH TOWN MOOR","","MAIDENHEAD","WINDSOR AND MAIDENHEAD","WINDSOR AND MAIDENHEAD","A","A"
"733","{666758D6-80B8-3363-E053-6B04A8C0D74E}",600000,"2017-11-22 00:00","RG31 6AF","D","Y","F","18","","RAWLINS RISE","TILEHURST","READING","WEST BERKSHIRE","WEST BERKSHIRE","A","A"
"734","{666758D6-80BA-3363-E053-6B04A8C0D74E}",378000,"2017-10-31 00:00","RG40 5AT","T","Y","F","4","","SOAMES PLACE","","WOKINGHAM","WOKINGHAM","WOKINGHAM","A","A"
"735","{666758D6-80BB-3363-E053-6B04A8C0D74E}",295000,"2017-10-24 00:00","RG41 5HX","F","N","L","447","FLAT 3","READING ROAD","WINNERSH","WOKINGHAM","WOKINGHAM","WOKINGHAM","A","A"
"736","{666758D6-80BC-3363-E053-6B04A8C0D74E}",203000,"2017-06-06 00:00","RG2 0PD","F","Y","L","NIGHTINGALE HOUSE","FLAT 104","DRAKE WAY","","READING","READING","READING","A","A"
"737","{666758D6-80BD-3363-E053-6B04A8C0D74E}",309995,"2017-02-28 00:00","SL3 7RQ","F","N","L","MENDHAM PLACE, 24","FLAT 6","KINGS REACH","","SLOUGH","SLOUGH","SLOUGH","A","A"
"738","{666758D6-80BE-3363-E053-6B04A8C0D74E}",336600,"2017-10-04 00:00","RG2 0WY","F","Y","L","39","FLAT 6","GREENHAM AVENUE","","READING","READING","READING","A","A"
"739","{666758D6-80C0-3363-E053-6B04A8C0D74E}",175000,"2017-11-15 00:00","RG12 7DE","F","Y","L","TEMPLE MOORE HOUSE","FLAT 6","LISCOMBE","","BRACKNELL","BRACKNELL FOREST","BRACKNELL FOREST","A","A"
"740","{666758D6-80C1-3363-E053-6B04A8C0D74E}",579950,"2017-11-07 00:00","RG41 1AG","D","Y","F","10","","NICHOLSON DRIVE","","WOKINGHAM","WOKINGHAM","WOKINGHAM","A","A"
"741","{666758D6-80C2-3363-E053-6B04A8C0D74E}",485000,"2017-11-02 00:00","RG42 5AG","S","Y","F","6","","POPPY CORNER","WARFIELD","BRACKNELL","BRACKNELL FOREST","BRACKNELL FOREST","A","A"
"742","{666758D6-80C3-3363-E053-6B04A8C0D74E}",550000,"2017-10-31 00:00","RG40 5AT","D","Y","F","14","","SOAMES PLACE","","WOKINGHAM","WOKINGHAM","WOKINGHAM","A","A"
"743","{666758D6-80C4-3363-E053-6B04A8C0D74E}",320000,"2017-11-28 00:00","RG1 5AG","F","Y","L","40","FLAT 1","LONDON ROAD","","READING","READING","READING","A","A"
"744","{666758D6-80C6-3363-E053-6B04A8C0D74E}",480000,"2017-12-01 00:00","RG42 5AH","S","Y","F","17","","CHARLOCK PLACE","WARFIELD","BRACKNELL","BRACKNELL FOREST","BRACKNELL FOREST","A","A"
"745","{666758D6-80C7-3363-E053-6B04A8C0D74E}",562000,"2017-11-24 00:00","RG6 1FN","S","Y","F","36","","LOUDEN SQUARE","EARLEY","READING","WOKINGHAM","WOKINGHAM","A","A"
"746","{666758D6-85E5-3363-E053-6B04A8C0D74E}",489950,"2017-08-30 00:00","HP18 0ZP","D","Y","F","6","","TOPAZ LANE","","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"747","{666758D6-85E6-3363-E053-6B04A8C0D74E}",370000,"2017-05-11 00:00","MK6 4AN","D","N","F","57","","NEWINGTON GATE","ASHLAND","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","A"
"748","{666758D6-85E7-3363-E053-6B04A8C0D74E}",325000,"2017-09-22 00:00","LU7 9SR","S","N","F","2","","TREACHERS CLOSE","PITSTONE","LEIGHTON BUZZARD","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"749","{666758D6-85E8-3363-E053-6B04A8C0D74E}",775000,"2017-09-08 00:00","MK46 5AU","S","N","F","SWALLOWS BARN","","STOKE GOLDINGTON ROAD","RAVENSTONE","OLNEY","MILTON KEYNES","MILTON KEYNES","A","A"
"750","{666758D6-85E9-3363-E053-6B04A8C0D74E}",312995,"2017-09-01 00:00","MK10 7JG","S","Y","F","6","","ROSEBUSH ROW","BROOKLANDS","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","A"
"751","{666758D6-85EA-3363-E053-6B04A8C0D74E}",315000,"2017-08-24 00:00","HP19 9DE","S","N","F","12","","RED ADMIRAL STREET","","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"752","{666758D6-85EC-3363-E053-6B04A8C0D74E}",399950,"2017-09-15 00:00","LU7 9FU","S","N","F","4","","WILLIAMSON WAY","PITSTONE","LEIGHTON BUZZARD","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"753","{666758D6-85ED-3363-E053-6B04A8C0D74E}",439995,"2017-09-01 00:00","MK10 7HZ","D","Y","F","312","","COUNTESS WAY","BROOKLANDS","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","A"
